provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hgbrd_f	Hgbl10_f	Hgbl10_c	Hgbg12_f	Hgbg12_c	hgbl10_u	hgbl10_s	hgbg12_u	hgbg12_s	dateurhg	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
333532	02	ARNOT OGDEN MEDICAL CENTER	8 WEST PULTNEY STREET	DIALYSIS UNIT, SUITE 101	CORNING	NY	14830	6079622790	N	N	INDEPENDENT	2	18OCT1999	10	Y	N	N		100	001	97	97		0	001	20	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	STEUBEN
333533	02	SOUTHAMPTON HOSPITAL REGIONAL DIALYSIS CENTER	184 WEST MONTAUK HGWY		HAMPTON BAYS	NY	11946	6317234200	N	N	INDEPENDENT	2	02MAR2000	17	Y	N	N		100	001	97	97		0	001	4	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
333534	02	GOOD SAMARITAN HOSPITAL	REGIONAL KIDNEY CENTER	33 STATE ROUTE 17M,SUITE #1	HARRIMAN	NY	10926	8457817100	Y	Y	FRESENIUS MEDICAL CARE (FMC)	2	03APR2000	20	Y	Y	N		100	001	97	97		2	001	13	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ORANGE
333535	02	SOUTH NASSAU OUTPATIENT DIALYSIS CENTER	3618 OCEANSIDE ROAD		OCEANSIDE	NY	11572	5162558000	Y	N	INDEPENDENT	2	15MAY2000	18	Y	N	N		99	001	97	97		1	001	11	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	NASSAU
333536	02	DR RAVINDER N AGARWAL	124 FORD AVENUE	AGARWAL RENAL CENTER	OGDENSBURG	NY	13669	3153949718	N	N	INDEPENDENT	2	17JUN1999	24	Y	Y	Y		100	001	97	97		3	001	6	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	SAINT LAWRENCE
333538	02	WINTHROP UNIV HOSPITAL DIALYSIS CTR @ GLEN COVE	GLEN GARIFF HEALTH CARE CENTER	1 GLEN GARIFF DRIVE, ATT DIALYSIS	GLEN COVE	NY	11542	5166761100	N	N	INDEPENDENT	2	30JUN2000	6	Y	N	N		97	001	97	97		15	001	7	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	NASSAU
333539	02	UPPER MANHATTAN DIALYSIS CENTER-BIMC	2465 BROADWAY, 3RD FLOOR	(BETH ISRAEL MEDICAL CENTER)	NEW YORK	NY	10025	2125018100	N	Y	REGIONAL-RENAL RESEARCH INSTITUTE	1	01MAY2001	25	Y	Y	Y		100	001	97	97		3	001	5	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NEW YORK
333541	02	GOOD SAMARITAN HOSP. @ LINDENHURST	185 SOUTH 10TH STREET	DIALYSIS UNIT	LINDENHURST	NY	11757	6319566060	Y	N	INDEPENDENT	2	20NOV2000	18	Y	N	N		97	001	97	97		9	001	4	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
333542	02	FAXTON-ST.LUKES HLTHCARE	221 BROAD STREET	DIALYSIS UNIT	ONEIDA	NY	13421	3153619147	N	N	INDEPENDENT	2	22JAN2001	8	Y	N	N		97	001	97	97		0	001	24	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	MADISON
333543	02	WINTHROP UNIV. HOSP AT SUN HARBOR	255 WARNER AVENUE		ROSLYN HEIGHTS	NY	11577	5166268355	N	N	INDEPENDENT	2	31MAY2002	3	Y	N	N		93	001	97	97		18	001	6	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NASSAU
333544	02	SUNY PARKSIDE DIALYSIS CENTER	710 PARKSIDE AVENUE		BROOKLYN	NY	11226	7187035900	Y	N	INDEPENDENT	2	22DEC2000	24	Y	Y	Y		97	001	97	97		3	001	23	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	KINGS
333545	02	MASSENA MEMORIAL HOSPITAL DIALYSIS CENTER	290 MAIN STREET		MASSENA	NY	13662	3157050101	N	N	INDEPENDENT	1	19MAY2004	8	Y	Y	N		100	001	97	97		0	001	7	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SAINT LAWRENCE
333547	02	TRUDE WEISHAUPT MEMORIAL DIALYSIS CENTER	@ NEW YORK HOSPITAL OF QUEENS	59-28 174TH STREET	FRESH MEADOWS	NY	11365	7186701276	Y	N	INDEPENDENT	2	01JAN2006	29	Y	Y	Y		99	001	97	97		3	001	6	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	QUEENS
333548	02	KINGSTON HOSPITAL DIALYSIS CENTER- SATELLITE	37 ALBANY AVENUE		KINGSTON	NY	12401	8453342821	N	N	INDEPENDENT	2	01JAN2006	30	Y	Y	N		99	001	97	97		5	001	10	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ULSTER
333550	02	NORTH SHORE UNIVERSITY HOSPITAL	100 COMMUNITY DRIVE	WALBAUM DIALYSIS CENTER	GREAT NECK	NY	11021	5164658250	N	N	INDEPENDENT	2	01JAN2007	34	Y	Y	Y		98	001	97	97		6	001	16	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NASSAU
333552	02	FAXTON-ST. LUKE'S HEALTHCARE	MASONIC DIALYSIS UNIT	2150 BLEEKER STREET	UTICA	NY	13501	3157243897	N	N	INDEPENDENT	2	29OCT2007	8	Y	N	N		97	001	97	97		0	001	52	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	ONEIDA
333553	02	NOYES CENTER FOR KIDNEY DISEASE AND DIALYSIS	4616 MILLENNIUM DRIVE	DIALYSIS UNIT	GENESEO	NY	14454	5859915015	N	N	INDEPENDENT	2	06JUN2008	12	Y	N	N		92	001	97	97		3	001	20	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	LIVINGSTON
333554	02	ROCHESTER GENERAL HOSPITAL DIALYSIS CENTER	370 RIDGE ROAD EAST	STE. 10	ROCHESTER	NY	14621	5859220300	N	N	INDEPENDENT	2	01JAN2009	46	Y	Y	Y		99	001	97	97		5	001	2	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	MONROE
333555	02	NASSAU UNIVERSITY MEDICAL CENTER	A. HOLLY PATERSON EXTENDED CARE FACILITY	875 JERUSALEM AVENUE	UNIONDALE	NY	11553	5165721800	Y	N	INDEPENDENT	2	08FEB2010	29	Y	Y	N			201	97	97			201		201	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NASSAU
333556	02	MONTEFIORE MEDICAL CENTER - NORTH DIVISION	600 EAST 233RD STREET	HEMODIALYSIS UNIT	BRONX	NY	10466	7189209041	N	N	INDEPENDENT	2	01AUG2010	8	Y	N	N			201	97	97			201		201	3	4	11	11	2010		199	437	4174	552	36	149	28	2007-2010	BRONX
333557	02	ARNOT HEALTH SCHUYLER DIALYSIS	220 STEUBEN STREET		MONTOUR FALLS	NY	14865	6072101997	N	N	INDEPENDENT	2	23APR2010	4	Y	N	N			199	97	97			199		199	3	4	11	11	2010		199	437	4174	552	36	149	28	2007-2010	SCHUYLER
333558	02	UNITY HOSPITAL DIALYSIS AT SPENCERPORT	5 LAND-RE WAY	SUITE 300	SPENCERPORT	NY	14559	5853686610	N	N	INDEPENDENT	2	12MAR2010	17	Y	Y	N		100	001	97	97		4	001	0	001	3	4	11	11	2010		199	437	4174	552	36	149	28	2007-2010	MONROE
333559	02	ARNOT OGDEN MEDICAL CENTER DIALYSIS IVY	602 IVY STREET		ELMIRA	NY	14905	6077374186	N	N	INDEPENDENT	2	01JAN2011	18	Y	Y	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	CHEMUNG
333560	02	NEW YORK - PRESBYTERIAN HOSPITAL - COLUMBIA	622 WEST 168TH STREET	DIALYSIS - PH 4 CENTER, 430	NEW YORK	NY	10032	2123053394	N	N	INDEPENDENT	2	01JAN2011	10	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	NEW YORK
333561	02	UNITY HOSPITAL OF ROCHESTER - ST. MARY'S	89 GENESEE STREET	ST. MARY'S CAMPUS DIALYSIS	ROCHESTER	NY	14611	5853683934	Y	N	INDEPENDENT	2	01JAN2011	16	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	MONROE
333562	02	THE CHILDREN'S HOSPITAL OF BUFFALO	HEMODIALYSIS UNIT	219 BRYANT STREET	BUFFALO	NY	14222	7168787297	N	N	INDEPENDENT	2	01JAN2011	4	N	Y	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	ERIE
333563	02	BASSETT HEALTHCARE LITTLE FALLS DIALYSIS	140 BURWELL STREET		LITTLE FALLS	NY	13365	3155089100	N	N	INDEPENDENT	2	15OCT2010	12	Y	Y	Y			201	97	97			201		201	3	4	11	11	2010		199	437	4174	552	36	149	28	2007-2010	HERKIMER
333564	02	ADIRONDACK MEDICAL CENTER - DIALYSIS	144 WAWBEEK AVENUE		TUPPER LAKE	NY	12986	5183594900	N	N	INDEPENDENT	2	01JAN2011	4	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	FRANKLIN
333565	02	KINGSBROOK JEWISH MEDICAL CENTER - RNH DIALYSIS	585 SCHENECTADY AVENUE		BROOKLYN	NY	11203	7186045214	N	N	INDEPENDENT	2	27JUL2011	4	N	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	KINGS
340047	06	WFU BAPTIST MEDICAL CENTER DIALYSIS UNIT	8 N HEMODIALYSIS	MEDICAL CENTER BLVD	WINSTON SALEM	NC	27157	3367163170	N	Y	REGIONAL-WAKE FOREST UNIVERSITY	2	01SEP1976	4	Y	Y	N			201	97	97			201		201	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	FORSYTH
340064	06	WILKES REGIONAL DIALYSIS CENTER	1917 A WEST PARK DRIVE		NORTH WILKESBORO	NC	28659	3366673762	N	N	INDEPENDENT	2	15JUN1995	16	Y	N	N		91	001	97	97		2	001	35	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	WILKES
340113	06	CAROLINAS MEDICAL CENTER DIALYSIS UNIT	1000 BLYTHE BLVD	PEDIATRIC DIALYSIS UNIT	CHARLOTTE	NC	28232	7043817175	N	N	INDEPENDENT	2	01SEP1976	9	Y	Y	Y			199	97	97			199		199	3	3	11	11	2010	1	001	437	4174	552	9	141	16	2007-2010	MECKLENBURG
342502	06	GREENVILLE DIALYSIS CENTER	510 PALADIN DRIVE		GREENVILLE	NC	27834	2527521520	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1976	48	Y	Y	Y		98	001	97	97		3	001	10	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	PITT
342503	06	FRESENIUS MEDICAL CARE CHARLOTTE	928 BAXTER STREET		CHARLOTTE	NC	28204	7043482950	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1976	46	Y	Y	Y		95	001	97	97		5	001	10	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	MECKLENBURG
342504	06	GREENSBORO KIDNEY CENTER	2700 HENRY STREET		GREENSBORO	NC	27405	3363751400	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1976	56	Y	Y	Y		99	001	97	97		2	001	26	001	3	3	11	11	2010	1	001	437	4174	552	9	141	16	2007-2010	GUILFORD
342505	06	PIEDMONT DIALYSIS CENTER	655 COTTON STREET		WINSTON SALEM	NC	27101	3367211360	N	Y	REGIONAL-WAKE FOREST UNIVERSITY	2	01SEP1976	62	Y	Y	Y		91	001	97	97		9	001	28	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	FORSYTH
342506	06	ASHEVILLE KIDNEY CENTER INC	1600 CENTREPARK DR		ASHEVILLE	NC	28805	8282511224	Y	Y	DAVITA	1	01SEP1976	50	Y	Y	Y		95	001	97	97		6	001	4	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	BUNCOMBE
342507	06	WILSON DIALYSIS	1605 MEDICAL PARK DRIVE		WILSON	NC	27893	2522918417	N	Y	DAVITA	1	01SEP1976	29	Y	Y	Y		97	001	97	97		1	001	2	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	WILSON
342509	06	BMA OF LENOIR INC	322 MULBERRY STREET SW		LENOIR	NC	28645	8287545322	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01AUG1977	34	Y	Y	Y		97	001	97	97		1	001	14	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	CALDWELL
342510	06	FAYETTEVILLE KIDNEY CENTER	1315 AVON STREET		FAYETTEVILLE	NC	28304	9103235288	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19DEC1977	38	Y	Y	Y		98	001	97	97		5	001	11	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	CUMBERLAND
342511	06	SE DIALYSIS WILMINGTON DAVITA FACILITY	2215 YAUPON DRIVE		WILMINGTON	NC	28401	9103430664	N	Y	DAVITA	1	26MAR1979	18	Y	Y	Y		95	001	97	97		3	001	10	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	NEW HANOVER
342512	06	RALEIGH DIALYSIS CLINIC INC	3943 NEW BERN AVE, SUITE 100		RALEIGH	NC	27610	9192313146	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1980	48	Y	Y	Y		97	001	97	97		2	001	9	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	WAKE
342513	06	FRESENIUS MEDICAL CARE GASTONIA	348 BURTONWOOD DR		GASTONIA	NC	28054	7048648863	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01NOV1980	39	Y	Y	Y		96	001	97	97		2	001	8	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	GASTON
342514	06	HIGH POINT KIDNEY CENTER INC	1900 WESTCHESTER DRIVE		HIGH POINT	NC	27262	3368899200	N	Y	REGIONAL-WAKE FOREST UNIVERSITY	2	01SEP1982	42	Y	Y	Y		95	001	97	97		2	001	15	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	GUILFORD
342515	06	ELIZABETH CITY DIALYSIS	1840 WEST CITY DR		ELIZABETH CITY	NC	27909	2523382217	N	Y	DAVITA	1	06MAR1982	24	Y	Y	N		98	001	97	97		2	001	14	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	PASQUOTANK
342516	06	FMC DIALYSIS SERVICES OF HICKORY	1899 TATE BLVD STE 1103		HICKORY	NC	28602	8283249580	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	12AUG1983	33	Y	Y	Y		95	001	97	97		1	001	12	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	CATAWBA
342517	06	BMA OF ROCKY MOUNT INC	750 ENGLISH ROAD		ROCKY MOUNT	NC	27804	2524439800	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18NOV1983	42	Y	Y	Y		100	001	97	97		3	001	6	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	NASH
342518	06	FMC OF KINSTON DIALYSIS UNIT	604 AIRPORT ROAD		KINSTON	NC	28504	2525225725	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01FEB1985	39	Y	N	N		97	001	97	97		1	001	10	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	LENOIR
342520	06	FMC DIALYSIS SERVICES NEUSE RIVER	625 LEWIS STREET		OXFORD	NC	27565	9196031800	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	14MAR1986	18	Y	N	N		92	001	97	97		4	001	7	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	GRANVILLE
342521	06	SOUTHEASTERN DIALYSIS DAVITA WHITEVILLE	608 PECAN LANE		WHITEVILLE	NC	28472	9106420233	N	Y	DAVITA	1	01APR1986	26	Y	N	N		94	001	97	97		0	001	6	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	COLUMBUS
342522	06	FMC WAKE DIALYSIS CLINIC	3604 BUSH STREET		RALEIGH	NC	27609	9198767501	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07JUL1986	50	Y	Y	Y		98	001	97	97		3	001	4	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	WAKE
342523	06	SOUTH CHARLOTTE DIALYSIS	6450 BANNINGTON ROAD		CHARLOTTE	NC	28226	7045429499	N	Y	DAVITA	1	04AUG1986	17	Y	N	N		100	001	97	97		2	001	5	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	MECKLENBURG
342524	06	BMA OF ASHEBORO INC	312 WEST WARD STREET		ASHEBORO	NC	27205	3366260464	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	02OCT1986	27	Y	N	N		99	001	97	97		4	001	28	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	RANDOLPH
342525	06	METROLINA KIDNEY CENTER MONROE	1338 EAST SUNSET DRIVE		MONROE	NC	28112	7042898407	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	09OCT1986	21	Y	N	N		96	001	97	97		4	001	5	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	UNION
342526	06	UNION COUNTY DIALYSIS	701 EAST ROOSEVELT BLVD	BUILDING 400	MONROE	NC	28112	7042830058	N	Y	DAVITA	1	24NOV1986	24	Y	Y	N		96	001	97	97		1	001	2	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	UNION
342527	06	STATESVILLE DIALYSIS CENTER INC	627 SIGNAL HILL DRIVE EXT		STATESVILLE	NC	28625	7048720148	N	Y	REGIONAL-WAKE FOREST UNIVERSITY	2	15DEC1986	27	Y	Y	Y		89	001	97	97		1	001	24	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	IREDELL
342528	06	FMC LUMBERTON DIALYSIS UNIT	720 WESLEY PINES ROAD		LUMBERTON	NC	28358	9107382421	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19DEC1986	30	Y	Y	Y		97	001	97	97		2	001	6	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	ROBESON
342529	06	DCI SHELBY INC	1016 N LAFAYETTE STREET		SHELBY	NC	28150	7044818405	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	31DEC1986	34	Y	Y	Y		92	001	97	97		2	001	15	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	CLEVELAND
342531	06	GOLDSBORO DIALYSIS	2609 HOSPITAL ROAD		GOLDSBORO	NC	27534	9197341410	N	Y	DAVITA	1	17FEB1988	25	Y	Y	N		91	001	97	97		4	001	15	001	3	3	11	11	2010	3	001	437	4174	552	9	141	16	2007-2010	WAYNE
342532	06	SOUTHEASTERN DIALYSIS CENTER	14 OFFICE PARK DRIVE		JACKSONVILLE	NC	28546	9103536888	N	Y	DAVITA	1	01MAR1988	38	Y	Y	Y		91	001	97	97		2	001	14	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	ONSLOW
342533	06	BMA OF BURLINGTON INC	3325 GARDEN ROAD		BURLINGTON	NC	27215	3365248989	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	16MAR1988	49	Y	N	N		99	001	97	97		3	001	13	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	ALAMANCE
342534	06	NEW BERN DIALYSIS	2113 NEUSE BLVD		NEW BERN	NC	28560	2526336303	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	20APR1988	37	Y	N	N		97	001	97	97		6	001	0	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	CRAVEN
342535	06	SOUTHEASTERN DIALYSIS KENANSVILLE	305 BEASLEY STREET		KENANSVILLE	NC	28349	9102960748	N	Y	DAVITA	1	08MAY1988	14	Y	N	N		94	001	97	97		0	001	3	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	DUPLIN
342536	06	DIALYSIS CARE OF ROCKINGHAM COUNTY INC	251 W KINGS HWY		EDEN	NC	27288	3366237906	N	Y	DAVITA	1	22APR1988	23	Y	Y	N		95	001	97	97		0	001	20	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	ROCKINGHAM
342537	06	BMA OF SOUTH GREENSBORO INC	622 INDUSTRIAL AVENUE		GREENSBORO	NC	27406	3362718178	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	15AUG1989	59	Y	N	N		98	001	97	97		2	001	16	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	GUILFORD
342538	06	FREEDOM LAKE DIALYSIS CENTER	4016 FREEDOM LAKE DRIVE		DURHAM	NC	27704	9194711718	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	12OCT1988	22	Y	N	N		97	001	97	97		1	001	8	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	DURHAM
342539	06	DIALYSIS CARE OF RICHMOND COUNTY INC	771 CHERAW ROAD		HAMLET	NC	28345	9105825822	N	Y	DAVITA	1	11OCT1988	32	Y	Y	N		98	001	97	97		4	001	6	001	3	3	11	11	2010	3	001	437	4174	552	9	141	16	2007-2010	RICHMOND
342540	06	FMCNA LAURINBURG DIALYSIS CENTER	701 E LAUCHWOOD DRIVE		LAURINBURG	NC	28352	9102766669	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07DEC1988	26	Y	Y	N		94	001	97	97		5	001	7	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	SCOTLAND
342541	06	EDENTON DIALYSIS	703 LUKE STREET		EDENTON	NC	27932	2524825191	N	Y	DAVITA	1	19JAN1989	17	Y	N	N		96	001	97	97		2	001	6	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	CHOWAN
342542	06	BMA OF ROANOKE RAPIDS INC	260 SMITH CHURCH ROAD		ROANOKE RAPIDS	NC	27870	2525351000	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01FEB1989	35	Y	Y	N		99	001	97	97		3	001	7	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	HALIFAX
342543	06	VANCE COUNTY DIALYSIS	854 S BECKFORD DR		HENDERSON	NC	27536	2524924239	Y	Y	DAVITA	1	15MAR1989	33	Y	Y	N		99	001	97	97		4	001	23	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	VANCE
342544	06	CARY KIDNEY CENTER	5045 OLD RALEIGH ROAD		CARY	NC	27511	9194620976	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	08MAY1989	23	Y	N	N		100	001	97	97		2	001	13	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	WAKE
342545	06	FMC FOUR OAKS	5815 HWY 301 SOUTH		FOUR OAKS	NC	27524	9199632211	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	05JUN1989	19	Y	N	N		100	001	97	97		8	001	10	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	JOHNSTON
342546	06	DIALYSIS CARE OF ROWAN COUNTY INC	111 DORSETT DRIVE		SALISBURY	NC	28144	7046372107	N	Y	DAVITA	1	31JUL1989	29	Y	Y	N		93	001	97	97		2	001	7	001	3	3	11	11	2010	3	001	437	4174	552	9	141	16	2007-2010	ROWAN
342547	06	BMA OF WINDSOR INC	1421 B SOUTH KING STREET		WINDSOR	NC	27983	2527945041	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18SEP1989	20	Y	N	N		100	001	97	97		5	001	8	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	BERTIE
342548	06	CHARLOTTE DIALYSIS	2321 W  MOREHEAD STREET		CHARLOTTE	NC	28208	7043335535	N	Y	DAVITA	1	15MAR1990	32	Y	Y	Y		97	001	97	97		3	001	8	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	MECKLENBURG
342549	06	FMC OF NORTH CHARLOTTE	BMA OF NORTH CHARLOTTE INC	5220 N TRYON STREET	CHARLOTTE	NC	28213	7045960680	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	23MAR1990	27	Y	N	N		98	001	97	97		6	001	13	001	3	3	11	11	2010	3	001	437	4174	552	9	141	16	2007-2010	MECKLENBURG
342550	06	DURHAM DIALYSIS	601 FAYETTEVILLE STREET		DURHAM	NC	27701	9196829698	N	Y	DAVITA	1	06MAR1990	33	Y	N	N		96	001	97	97		6	001	16	001	3	3	11	11	2010	3	001	437	4174	552	9	141	16	2007-2010	DURHAM
342551	06	MOUNT AIRY DIALYSIS CENTER	1280 NEWSOME STREET		MOUNT AIRY	NC	27030	3367894090	N	Y	REGIONAL-WAKE FOREST UNIVERSITY	2	23JUL1990	27	Y	Y	Y		98	001	97	97		2	001	30	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	SURRY
342552	06	DIALYSIS CARE OF MECKLENBURG COUNTY INC	3515 LATROBE DRIVE		CHARLOTTE	NC	28211	7043665299	N	Y	RENAL ADVANTAGE, INC.	1	10JUL1990	24	Y	Y	Y		94	001	97	97		14	001	0	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	MECKLENBURG
342553	06	LEXINGTON DIALYSIS CENTER	233 ANNA LEWIS DRIVE		LEXINGTON	NC	27292	3362486808	N	Y	REGIONAL-WAKE FOREST UNIVERSITY	2	18SEP1990	36	Y	Y	Y		88	001	97	97		0	001	23	001	3	3	11	11	2010	1	001	437	4174	552	9	141	16	2007-2010	DAVIDSON
342554	06	METROLINA KIDNEY CENTER WEST CHARLOTTE	3057 FREEDOM DRIVE		CHARLOTTE	NC	28208	7043935509	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	21NOV1990	29	Y	N	N		100	001	97	97		6	001	10	001	3	3	11	11	2010	3	001	437	4174	552	9	141	16	2007-2010	MECKLENBURG
342555	06	DIALYSIS CARE OF MOORE COUNTY INC	16 REGIONAL DRIVE		PINEHURST	NC	28374	9102952124	N	Y	DAVITA	1	29NOV1990	22	Y	Y	Y		98	001	97	97		2	001	8	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	MOORE
342556	06	SYLVA DIALYSIS CENTER	655 ASHEVILLE HIGHWAY		SYLVA	NC	28779	8285863340	N	Y	DAVITA	1	21AUG1991	22	Y	Y	Y		100	001	97	97		7	001	27	001	3	3	11	11	2010	1	001	437	4174	552	9	141	16	2007-2010	JACKSON
342557	06	DUNN KIDNEY CENTER INC	605 TILGHMAN DRIVE		DUNN	NC	28334	9108927811	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19DEC1991	25	Y	Y	N		100	001	97	97		4	001	7	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	HARNETT
342558	06	SOUTHEASTERN DIALYSIS BURGAW	704 SOUTH DICKERSON STREET		BURGAW	NC	28425	9102599925	Y	Y	DAVITA	1	01MAR1992	20	Y	N	N		100	001	97	97		2	001	18	001	3	3	11	11	2010	2	001	437	4174	552	9	141	16	2007-2010	PENDER
