"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"232629","11","RRC - LAPEER","1375 N MAIN STREET","","LAPEER","MI","48446","LAPEER","(810) 667-5940","Profit","Yes","RELIANT RENAL CARE","0","12","1","0","0","2006-06-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","37","0.95","2.52","0.4","001","As Expected","59","100","001","93","001","","257","","254","44","66","505","0","0","0","0","62","001","12","001","77","583","001","80","608","1","91","668","001","10","31","31","21","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.84","1.17","0.65","0.68","As Expected","001","As Expected","001","70","345","1.08","0.9"
"232630","11","FMC - CHESTERFIELD","48656 GRATIOT AVE","","CHESTERFIELD","MI","48051","MACOMB","(586) 949-0329","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","1","1","2006-09-14 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","0","001","46","0.82","2.28","0.34","001","As Expected","53","98","001","91","001","","201","","254","47","65","548","0","0","0","0","56","001","10","001","71","590","001","72","660","7","76","695","001","17","31","28","19","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.14","1.25","0.85","0.72","As Expected","001","As Expected","001","64","308","1.33","0.96"
"232631","11","DAVITA EAST DEARBORN DIALYSIS","13200 W WARREN AVE","SUITE A","DEARBORN","MI","48126","WAYNE","(313) 582-0131","Profit","Yes","DAVITA","0","16","1","0","0","2006-11-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","2","001","52","2.04","3.95","1.14","001","Worse than Expected","56","98","001","95","001","","257","","254","53","71","580","0","0","0","0","63","001","7","001","74","621","001","77","645","0","85","672","001","19","36","35","6","4","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.23","1.43","0.95","0.79","As Expected","001","As Expected","001","70","334","1.44","1.08"
"232632","11","DAVITA - CHELSEA","1620 COMMERCE PARK DR","SUITE 200","CHELSEA","MI","48118","WASHTENAW","(734) 475-9710","Profit","Yes","DAVITA","0","8","1","1","0","2006-12-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","14","1.23","5.51","0.33","001","As Expected","24","100","001","90","001","","199","","254","16","28","189","5","22","0","0","74","001","12","001","33","202","001","31","237","0","34","245","001","9","30","42","11","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.82","1.76","0.36","0.71","As Expected","001","As Expected","001","29","116","0.78","1.15"
"232633","11","FMC - KALAMAZOO EAST","2901 E KILGORE RD","","KALAMAZOO","MI","49001","KALAMAZOO","(269) 345-1660","Profit","Yes","FRESENIUS MEDICAL CARE","0","17","1","0","0","2006-12-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","26","001","0","001","27","0.65","2.39","0.21","001","As Expected","42","97","001","91","001","","257","","201","36","56","406","0","0","0","0","71","001","14","001","59","429","001","53","444","3","55","458","001","10","29","30","19","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.28","1.24","0.28","0.55","As Expected","001","As Expected","001","48","201","0.59","0.84"
"232634","11","LANSING DIALYSIS OF FMC","2710 S WASHINGTON AVE","SUITE 100","LANSING","MI","48910","INGHAM","(517) 272-1380","Profit","Yes","FRESENIUS MEDICAL CARE","0","25","1","0","0","2007-01-25 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","76","1.62","2.82","1","001","As Expected","96","99","001","90","001","","257","","254","73","119","879","0","0","0","0","59","001","15","001","127","980","001","120","1012","4","127","1082","001","10","23","29","23","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.86","1.28","0.77","0.81","As Expected","001","As Expected","001","113","537","1.17","1.03"
"232635","11","FENTON DIALYSIS OF DAVITA","17420 SILVER PARKWAY","","FENTON","MI","48430","GENESEE","(810) 750-9200","Profit","Yes","DAVITA","0","12","1","0","0","2007-05-18 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","3","001","40","1.28","3.05","0.6","001","As Expected","48","98","001","94","001","","257","","254","41","61","454","0","0","0","0","64","001","4","001","73","528","001","70","626","0","73","654","001","8","32","48","8","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.81","1.06","0.71","0.61","As Expected","001","As Expected","001","66","314","1.12","0.81"
"232637","11","COMMERCE TOWNSHIP DIALYSIS OF DAVITA","120 W COMMERCE RD","","COMMERCE TOWNSHIP","MI","48382","OAKLAND","(248) 363-4862","Profit","Yes","DAVITA","0","12","1","0","0","2007-09-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","19","001","0","001","21","1.7","5.43","0.61","001","As Expected","25","100","001","90","001","","257","","254","23","39","227","0","0","0","0","54","001","5","001","44","272","001","37","310","2","37","330","001","7","21","51","14","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.81","1.58","1.09","0.8","Worse than Expected","001","As Expected","001","38","236","1.71","1.14"
"232638","11","DAVITA - IONIA DIALYSIS","2622 HEARTLAND BLVD","","IONIA","MI","48846","IONIA","(616) 522-0265","Profit","Yes","DAVITA","1","12","1","1","0","2007-09-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","29","1.24","3.1","0.55","001","As Expected","46","100","001","96","001","","199","","254","32","48","362","7","59","0","0","79","001","11","001","51","396","001","64","551","0","68","590","001","8","31","42","12","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.03","1.4","0.78","0.78","As Expected","001","As Expected","001","56","271","1.25","1.06"
"232639","11","DAVITA - KALAMAZOO CENTRAL","535 S BURDICK #110","","KALAMAZOO","MI","49007","KALAMAZOO","(269) 343-0251","Profit","Yes","DAVITA","1","10","1","1","0","2007-12-18 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","30","001","0","001","20","0.41","2.55","0.08","001","As Expected","33","100","001","97","001","","199","","254","22","31","248","6","57","0","0","56","001","8","001","33","263","001","36","315","0","38","322","001","13","30","39","8","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.43","1.44","0.34","0.49","As Expected","001","As Expected","001","33","144","0.67","0.88"
"232640","11","RENAL ADVANTAGE - HOLLAND","649 HASTINGS AVE","","HOLLAND","MI","49423","OTTAWA","(616) 392-3263","Profit","Yes","FRESENIUS MEDICAL CARE","0","18","1","1","1","2007-12-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","21","001","0","001","42","0.89","2.39","0.38","001","As Expected","65","97","001","94","001","","199","","254","38","61","458","7","60","0","0","75","001","12","001","70","524","001","76","500","1","85","560","001","10","29","30","21","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.56","1.5","0.48","0.85","As Expected","001","As Expected","001","74","337","0.85","1.14"
"232641","11","DAVITA - KALAMAZOO WEST","1040 N 10TH S, STE 100","","KALAMAZOO","MI","49009","KALAMAZOO","(269) 353-4366","Profit","Yes","DAVITA","0","6","1","1","1","2007-12-18 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","23","001","0","001","13","0.54","4.53","0.08","001","As Expected","20","","199","89","001","","201","","254","7","13","93","0","0","0","0","58","001","5","001","23","190","001","23","227","0","16","143","001","10","36","43","9","1","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.82","0.92","0.32","0.13","As Expected","001","Better than Expected","001","22","81","0.73","0.39"
"232642","11","MACOMB REGIONAL DIALYSIS CENTER","16151 19 MILE RD","STE 200","CLINTON TOWNSHIP","MI","48038","MACOMB","(586) 263-8350","Profit","Yes","GREENFIELD HEALTH SYSTEMS","0","15","1","1","1","2008-01-25 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","21","001","0","001","62","0.97","2.17","0.48","001","As Expected","77","98","001","","255","","255","","254","48","64","529","18","140","0","0","49","001","22","001","78","618","001","116","924","1","126","1039","001","9","29","33","22","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.1","1.57","0.96","0.97","As Expected","001","As Expected","001","94","398","1.41","1.24"
"232643","11","GROSSE POINT DIALYSIS OF DAVITA","18000 E WARREN AVE","","DETROIT","MI","48224","WAYNE","(313) 343-5371","Profit","Yes","DAVITA","1","25","1","1","1","2008-02-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","23","001","0","001","107","1.36","2.33","0.85","001","As Expected","126","99","001","92","001","89","001","","254","86","109","899","41","268","0","0","41","001","11","001","120","1027","001","179","1590","1","185","1582","001","8","25","38","17","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.08","1.25","1.05","0.76","Worse than Expected","001","As Expected","001","152","729","1.45","0.98"
"232644","11","RRC - WEST FLINT","G4007 CORUNNA RD","","FLINT","MI","48532","GENESEE","(810) 877-6582","Profit","Yes","RELIANT RENAL CARE","0","24","1","1","0","1992-06-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","66","0.5","1.38","0.2","001","As Expected","99","97","001","91","001","","199","","254","66","90","718","7","47","0","0","54","001","13","001","105","828","001","128","1029","1","140","1101","001","11","27","25","22","15","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.22","1.31","1.02","0.87","Worse than Expected","001","As Expected","001","115","596","1.47","1.08"
"232645","11","KALKASKA DIALYSIS CENTER","415 - 2ND ST","","KALKASKA","MI","49646","KALKASKA","(231) 258-3680","Non-Profit","No","INDEPENDENT","1","12","1","0","0","2008-03-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","36","001","0","001","25","0.79","3.16","0.23","001","As Expected","31","100","001","85","001","","257","","254","29","62","351","0","0","0","0","73","001","18","001","73","393","001","47","391","0","55","412","001","9","33","24","19","15","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.93","1.09","0.53","0.45","As Expected","001","As Expected","001","42","195","0.99","0.72"
"232646","11","DAVITA - LANSING HOME HEMODIALYSIS","1676 WATER TOWER PL STE 700","","EAST LANSING","MI","48823","INGHAM","(517) 203-3998","Profit","Yes","DAVITA","0","0","1","0","1","2008-06-12 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","199","","199","2","","","","199","","6","","199","","199","","257","","254","1","2","2","0","0","0","0","","199","","199","5","31","199","6","37","","0","0","201","","","","","","01/01/2010-12/31/2013","01/01/2013-12/31/2013","","2.25","","0.08","Not Available","199","As Expected","001","7","32","","0.62"
"232647","11","CLINTON TOWNSHIP DIALYSIS OF DAVITA","15918 NINETEEN MILE RD","SUITE 110","CLINTON TOWNSHIP","MI","48038","MACOMB","(586) 412-9195","Profit","Yes","DAVITA","0","16","1","1","1","2008-06-13 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","58","0.93","2.22","0.44","001","As Expected","85","100","001","92","001","86","001","","254","50","87","564","19","120","0","0","52","001","6","001","102","720","001","100","715","3","91","644","001","9","24","37","15","15","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.72","1.52","0.69","0.89","As Expected","001","As Expected","001","104","420","1.08","1.18"
"232648","11","FMC - SANDUSKY","47 DAWSON ST","SUITE 3","SANDUSKY","MI","48471","SANILAC","(810) 648-9490","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","1","0","2008-07-23 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","30","0.52","2.71","0.12","001","As Expected","37","100","001","92","001","","199","","254","28","42","325","5","42","0","0","44","001","16","001","43","352","001","46","358","1","47","376","001","11","29","27","21","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2","1.19","0.6","0.45","As Expected","001","As Expected","001","43","164","1.09","0.75"
"232649","11","DAVITA - GLADWIN DIALYSIS","673 QUARTER ST","","GLADWIN","MI","48624","GLADWIN","(989) 246-6440","Profit","Yes","DAVITA","0","19","1","1","0","2008-07-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","59","1.74","3.22","1.02","001","Worse than Expected","64","100","001","94","001","","199","","254","53","87","629","5","33","0","0","79","001","6","001","92","688","001","74","660","0","75","692","001","7","34","42","14","4","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.62","1.13","0.61","0.62","As Expected","001","As Expected","001","73","297","0.98","0.85"
"232650","11","FRESENIUS - IRON MOUNTAIN","1711 S STEPHENSON AVE","SUITE 130","IRON MOUNTAIN","MI","49801","DICKINSON","(906) 776-1393","Profit","Yes","FRESENIUS MEDICAL CARE","0","10","1","0","0","1998-04-08 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","19","001","0","001","16","1.56","4.52","0.62","001","As Expected","25","100","001","78","001","","257","","254","18","37","232","0","0","0","0","80","001","9","001","39","256","001","30","271","4","31","286","001","9","27","32","22","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.72","1.41","0.37","0.57","As Expected","001","As Expected","001","26","141","0.76","0.92"
"232651","11","FMC - DUNDEE","129 HELLE BLVD","","DUNDEE","MI","48131","MONROE","(734) 529-3406","Profit","Yes","FRESENIUS MEDICAL CARE","0","14","1","1","1","2009-04-30 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","19","1.13","3.62","0.41","001","As Expected","26","100","001","87","001","","199","","254","18","23","200","8","56","0","0","67","001","22","001","28","235","001","30","274","2","33","276","001","4","28","32","25","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.74","1.43","0.49","0.55","As Expected","001","As Expected","001","29","142","0.89","0.92"
"232653","11","DAVITA - DEARBORN AT HOME","22030 PARK ST","","DEARBORN","MI","48124","WAYNE","(313) 792-7343","Profit","Yes","DAVITA","0","2","1","1","1","2009-06-02 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","7","001","0","001","28","0.5","2.26","0.13","001","As Expected","48","","201","","199","99","001","","254","0","1","2","40","293","0","0","51","001","11","001","14","88","001","63","498","0","52","393","001","7","32","36","17","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.54","0.87","0.45","0.32","As Expected","001","Better than Expected","001","56","278","0.82","0.54"
"232654","11","FMC - CASS RIVER","5414 ROLLING HILLS DR","","BRIDGEPORT","MI","48722","SAGINAW","(989) 777-1608","Profit","Yes","FRESENIUS MEDICAL CARE","0","25","1","1","1","2009-08-24 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","0","001","31","1.51","3.9","0.66","001","As Expected","39","100","001","87","001","","199","","254","25","42","301","6","38","0","0","72","001","5","001","45","330","001","52","386","4","54","418","001","13","31","27","22","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.12","2","0.73","1.05","As Expected","001","Worse than Expected","001","47","219","1.23","1.47"
"232655","11","FRESENIUS MEDICAL CARE - STURGIS","1276 KITSON ST","","STURGIS","MI","49091","SAINT JOSEPH","(269) 651-3025","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","1","1","2009-09-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","17","0.45","2.84","0.09","001","As Expected","31","96","001","79","001","","199","","201","23","36","270","3","25","0","0","68","001","2","001","37","296","001","40","358","2","45","376","001","10","30","27","19","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.75","1.64","0.52","0.58","As Expected","001","As Expected","001","36","142","0.92","1.01"
"232656","11","TEL HURON-WATERFORD DIALYSIS OF DAVITA","225 SUMMIT DR","SUMMIT CROSSING","WATERFORD","MI","48328","OAKLAND","(248) 681-8345","Profit","Yes","DAVITA","0","20","1","0","0","2009-09-18 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","15","001","0","001","20","1.31","4.19","0.47","001","As Expected","30","100","001","95","001","","257","","254","23","34","244","0","0","0","0","57","001","9","001","40","271","001","40","313","0","46","336","001","11","27","40","15","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.61","1.84","0.97","0.74","As Expected","001","As Expected","001","37","160","1.55","1.2"
"232657","11","FMC - CARO DIALYSIS","95 ELMDOR DR","","CARO","MI","48723","TUSCOLA","(989) 673-2045","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","1","1","2010-07-08 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","17","0.67","3.44","0.16","001","As Expected","23","100","001","91","001","","201","","254","18","29","223","0","0","0","0","80","001","3","001","31","249","001","32","250","0","37","280","001","8","29","37","19","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.25","1.45","0.17","0.53","As Expected","001","As Expected","001","28","120","0.44","0.91"
"232658","11","WAYNE COUNTY DIALYSIS","20001 LIVERNOIS AVE STE 500","","DETROIT","MI","48221","WAYNE","(313) 861-0340","Profit","Yes","AMERICAN RENAL ASSOCIATES","0","23","1","0","0","2010-07-27 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","34","001","0","001","70","1.16","2.36","0.62","001","As Expected","81","99","001","94","001","","257","","254","74","92","858","0","0","0","0","50","001","15","001","96","923","001","102","784","10","108","823","001","17","30","36","10","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.13","1.15","0.94","0.58","As Expected","001","As Expected","001","99","377","1.38","0.83"
"232659","11","FMC - GULL ROAD","5010 GULL RD","SUITE 6","KALAMAZOO","MI","49048","KALAMAZOO","(269) 382-3012","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2010-08-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","28","0.2","2.73","0.02","001","As Expected","34","100","001","95","001","","257","","254","29","42","343","0","0","0","0","78","001","1","001","46","367","001","39","324","5","43","334","001","5","28","30","25","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.34","1.18","0.26","0.38","As Expected","001","As Expected","001","41","146","0.58","0.7"
"232660","11","FMS - SHELDON CORNERS","6064 N SHELDON RD","","CANTON","MI","48187","WAYNE","(734) 207-6219","Profit","Yes","FRESENIUS MEDICAL CARE","0","13","1","1","1","2010-07-15 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","22","001","0","001","23","2.14","4.86","1.04","001","Worse than Expected","48","100","001","86","001","","199","","254","25","47","312","9","56","0","0","62","001","15","001","49","351","001","69","480","1","75","504","001","8","31","28","23","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.68","1.89","1.11","0.94","Worse than Expected","001","As Expected","001","58","208","1.71","1.36"
"232661","11","TOTAL RENAL CARE, INC.","6010 W MAPLE RD STE 215","","WEST BLOOMFIELD","MI","48322","OAKLAND","(248) 539-1025","Profit","Yes","DAVITA","0","8","1","0","1","2010-06-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","30","0.86","2.92","0.29","001","As Expected","41","100","001","91","001","","257","","254","31","49","347","0","0","0","0","73","001","7","001","56","409","001","52","432","0","51","421","001","5","30","45","11","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.45","1.55","0.93","0.71","As Expected","001","As Expected","001","51","183","1.5","1.07"
