provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hctrd_f	hctg33_f	HCTG33_C	hctg33_u	hctg33_s	DATEURHT	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
282525	12	CARL T CURTIS HEALTH EDUCATION CENTER DIALYSIS	ATTN DIALYSIS UNIT	100 INDIAN HILLS DR	MACY	NE	68039	4028374136	N	N	INDEPENDENT	2	27AUG2004	12	Y	N	Y	16	88	001	92	90	16	75	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	THURSTON
282526	12	SOUTH LINCOLN DIALYSIS	3401 PLANTATION DRIVE		LINCOLN	NE	68516	4024216011	N	Y	DAVITA	1	24MAY2006	8	Y	N	N			258	92	90			258	92	92	2005		258	100	4013	174	1	29	0	2002-2005	LANCASTER
290003	15	SUNRISE HOSPITAL PEDIATRIC RENAL DIALYSIS CENTER	3186 SOUTH MARYLAND PARKWAY		LAS VEGAS	NV	89109	7027318740	N	N	INDEPENDENT	1	04DEC2003	5	Y	N	N			199	92	89			201	92	89	2005		199	100	4013	174	0	20	2	2002-2005	CLARK
292500	15	LAS VEGAS DIALYSIS (FMC)	1750 EAST DESERT INN ROAD		LAS VEGAS	NV	89109	7027355477	Y	Y	RENAL CARE GROUP INC.	1	07MAY1983	27	Y	Y	N	71	93	001	92	89	84	83	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292501	15	LAS VEGAS DIALYSIS CENTER (DVA)	3100 W. CHARLESTON BLVD. #100		LAS VEGAS	NV	89102	7028780908	N	Y	DAVITA	1	01JAN1985	38	Y	Y	N	141	89	001	92	89	149	91	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292504	15	NORTH LAS VEGAS DIALYSIS CENTER (DVA)	2300 MCDANIEL STREET		NORTH LAS VEGAS	NV	89030	7026422324	N	Y	DAVITA	1	23JUL1992	22	Y	N	N	73	93	001	92	89	75	93	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292505	15	SPARKS DIALYSIS (DVA)	4860 VISTA BOULEVARD #100		SPARKS	NV	89436	7753595432	N	Y	DAVITA	1	28JUL1995	21	Y	N	N	52	92	001	92	89	41	98	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	WASHOE
292506	15	NORTHWEST LAS VEGAS DIALYSIS (FMC)	3150 N TENAYA WAY #110		LAS VEGAS	NV	89128	7022338801	Y	Y	RENAL CARE GROUP INC.	1	01OCT1996	18	Y	N	N	54	87	001	92	89	50	90	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292507	15	LAS VEGAS DIALYSIS (NRI)	2333 RENAISSANCE DRIVE		LAS VEGAS	NV	89119	7027408580	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	16JUL1997	14	Y	N	N	39	100	001	92	89	38	92	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292508	15	CARSON CITY DIALYSIS (DCI)	778 BASQUE WAY		CARSON CITY	NV	89706	7758835400	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	16MAR1998	12	Y	Y	Y	52	81	001	92	89	55	85	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CARSON CITY
292510	15	MOUNTAIN VIEW DIALYSIS (DVA)	2881 BUSINESS PARK CT #150		LAS VEGAS	NV	89128	7023419551	N	Y	GAMBRO HEALTHCARE	1	12MAR1999	20	Y	Y	N	62	87	001	92	89	79	84	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292511	15	PAHRUMP DIALYSIS CENTER (DVA)	1460 E CALVADA		PAHRUMP	NV	89048	7757514300	N	Y	DAVITA	1	27DEC1999	16	Y	N	N	15	100	001	92	89	17	82	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	NYE
292512	15	SOUTH LAS VEGAS DIALYSIS (DVA)	2250 S RANCHO DR. STE 115		LAS VEGAS	NV	89102	7027951771	N	Y	DAVITA	1	07APR2000	22	Y	N	N	51	98	001	92	89	40	95	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292513	15	GREEN VALLEY DIALYSIS (FMC)	6330 S PECOS #110		LAS VEGAS	NV	89120	7024333079	N	Y	RENAL CARE GROUP INC.	1	28JUN2000	25	Y	N	N	43	95	001	92	89	46	96	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292514	15	SWAN DIALYSIS SERVICES	6021 CHEYENNE AVE		LAS VEGAS	NV	89108	7023960220	Y	N	INDEPENDENT	1	26DEC2000	4	Y	N	N	16	88	001	92	89	18	89	001	92	89	2005	3	001	100	4013	174	0	20	2	2002-2005	CLARK
292515	15	SUMMERLIN DIALYSIS CENTER	653 TOWN CENTER DRIVE, SUITE 70		LAS VEGAS	NV	89144	7023606908	N	N	INDEPENDENT	1	28FEB2001	20	Y	N	N	79	100	001	92	89	86	93	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292516	15	ELKO DIALYSIS (DCI)	1517 SHOSHONE CIRCLE		ELKO	NV	89801	7757384090	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	29JUN2001	6	Y	N	N	15	93	001	92	89	15	93	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	ELKO
292517	15	GREEN VALLEY DIALYSIS (NRI)	1489 WEST WARM SPRINGS RD, STE 122		HENDERSON	NV	89014	7024508877	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	23MAY2002	20	Y	Y	N	38	95	001	92	89	43	91	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292518	15	NORTHERN SIERRA DIALYSIS CENTER	1500 E 2ND STREET #101		RENO	NV	89502	7759828109	Y	N	INDEPENDENT	1	01AUG2002	27	Y	Y	N	109	74	001	92	89	133	96	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	WASHOE
292519	15	LAS VEGAS KIDNEY CLINIC	1905 CIVIC CENTER DRIVE SUITE 201		NORTH LAS VEGAS	NV	89030	7022149516	N	N	INDEPENDENT	1	27MAR2003	11	Y	N	N	21	86	001	92	89	23	96	001	92	89	2005	3	001	100	4013	174	0	20	2	2002-2005	CLARK
292520	15	SIERRA ROSE DIALYSIS CENTER (DVA)	685 SIERRA ROSE DRIVE		RENO	NV	89511	7758296580	Y	Y	DAVITA	1	27AUG2003	18	Y	Y	N	31	97	001	92	89	37	84	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	WASHOE
292521	15	SOUTHERN HILLS DIALYSIS CENTER (DVA)	9280 WEST SUNSET RD, SUITE 110		LAS VEGAS	NV	89148	7023183167	N	Y	DAVITA	1	21JUN2004	23	Y	N	N	23	100	001	92	89	23	100	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292522	15	ANTHEM VILLAGE DIALYSIS (DVA)	2530 ANTHEM VILLAGE DRIVE		HENDERSON	NV	89052	7026140590	N	Y	GAMBRO HEALTHCARE	1	26MAY2004	18	Y	Y	N			199	92	89	15	87	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292523	15	RED MOON DIALYSIS	900 S MAIN STREET		LAS VEGAS	NV	89101	7023871104	N	N	INDEPENDENT	1	22NOV2004	16	Y	Y	N	27	44	001	92	89	30	27	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CLARK
292524	15	SIENA HENDERSON DIALYSIS CENTER (DVA)	2865 SIENA HEIGHTS DRIVE, SUITE 141		HENDERSON	NV	89052	7022600348	N	Y	DAVITA	1	19DEC2006	17	Y	N	N			258	92	89			258	92	89	2005		258	100	4013	174	0	20	2	2002-2005	CLARK
292525	15	DESERT SPRINGS DIALYSIS CENTER (DVA)	2110 EAST FLAMINGO ROAD, STE 108		LAS VEGAS	NV	89119	7026969768	N	Y	DAVITA	1	25APR2007	18	Y	N	N			258	92	89			258	92	89	2005		258	100	4013	174	0	20	2	2002-2005	CLARK
293500	15	RENOWN HEALTH DIALYSIS	3310 GONI ROAD BLDG H #171		CARSON CITY	NV	89706	7758866450	N	Y	REGIONAL-WASHOE HEALTH SYSTEMS	2	24JUN1997	8	Y	N	N	28	71	001	92	89	27	93	001	92	89	2005	2	001	100	4013	174	0	20	2	2002-2005	CARSON CITY
302500	01	NEW HAMPSHIRE KIDNEY CENTER (FMC)	248 PLEASANT STREET	PILLSBURY BLDG., G400	CONCORD	NH	03301	6032249996	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	31AUG1977	16	Y	Y	Y	49	94	001	92	95	62	98	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	MERRIMACK
302501	01	SEACOAST DIALYSIS	195 COMMERCE WAY		PORTSMOUTH	NH	03801	6034364567	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	13NOV1981	18	Y	Y	N	45	96	001	92	95	49	96	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	ROCKINGHAM
302502	01	MANCHESTER KIDNEY CENTER	1050 PERIMETER ROAD, SUITE 502		MANCHESTER	NH	03103	6036474042	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	06JUN1988	20	Y	Y	Y	71	99	001	92	95	78	92	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	HILLSBOROUGH
302503	01	CENTRAL NEW HAMPSHIRE KIDNEY CENTER	87 SPRING STREET		LACONIA	NH	03246	6035283738	N	N	INDEPENDENT	1	16FEB1990	21	Y	Y	Y	28	96	001	92	95	30	83	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	BELKNAP
302504	01	MONADNOCK DIALYSIS CENTER	426B WINCHESTER STREET		KEENE	NH	03431	6033573600	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	21MAY1997	13	Y	N	N	41	98	001	92	95	43	93	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	CHESHIRE
302505	01	SOMERSWORTH DIALYSIS CENTER (BMA OF NEW HAMPSHIRE)	252 ROUTE 108		SOMERSWORTH	NH	03878	6037424800	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	26SEP1998	17	Y	Y	N	51	92	001	92	95	62	94	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	STRAFFORD
302506	01	FMC DIALYSIS SERVICES OF EXETER	1 HAMPTON ROAD		EXETER	NH	03833	6037779931	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	21JUN2000	13	Y	N	N	40	95	001	92	95	46	89	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	ROCKINGHAM
302507	01	NASHUA DIALYSIS	38 TYLER STREET		NASHUA	NH	03061	6035981665	Y	Y	DAVITA	1	01FEB2002	22	Y	Y	N	56	93	001	92	95	69	97	001	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	HILLSBOROUGH
302508	01	FRESENIUS MEDICAL CARE OF LANCASTER	173 MIDDLE STREET		LANCASTER	NH	03584	6037885222	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT2005	13	Y	Y	N			199	92	95			201	92	92	2005		199	100	4013	174	0	9	0	2002-2005	COOS
302509	01	FRESENIUS MEDICAL CARE OF LEBANON	DIALYSIS UNIT	ONE MEDICAL CENTER DRIVE	LEBANON	NH	03756	6036539325	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT2005	27	Y	Y	Y			199	92	95			201	92	92	2005	2	001	100	4013	174	0	9	0	2002-2005	GRAFTON
310001	03	HACKENSACK MEDICAL CENTER	30 PROSPECT AVE.	RENAL UNIT JOHNSON HALL	HACKENSACK	NJ	07601	2019962800	Y	N	INDEPENDENT	2	01SEP1977	36	Y	Y	N	173	94	001	92	94	201	90	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	BERGEN
310002	03	NEWARK BETH ISRAEL MEDICAL CENTER	DIALYSIS UNIT	201 LYONS AVENUE	NEWARK	NJ	07112	9739267600	Y	Y	REGIONAL-ST BARNABAS HEALTH CARE SYSTEM	2	01SEP1977	27	Y	Y	Y	81	91	001	92	94	89	83	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ESSEX
310008	03	HOLY NAME HOSPITAL	DIALYSIS UNIT	718 TEANECK ROAD	TEANECK	NJ	07666	2018333378	Y	N	INDEPENDENT	2	01SEP1977	37	Y	N	Y	153	99	001	92	94	164	85	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	BERGEN
310012	03	THE VALLEY HOSPITAL RENAL CARE CENTER	223 NORTH VAN DIEN AVE		RIDGEWOOD	NJ	07450	2014478159	N	N	INDEPENDENT	2	23MAR1999	9	Y	N	N			199	92	94	13	85	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	BERGEN
310015	03	MORRISTOWN MEMORIAL HOSPITAL	100 MADISON AVENUE	HEMODIALYSIS - BOX 15	MORRISTOWN	NJ	07962	9739715128	Y	Y	REGIONAL-ATLANTIC HEALTH SYSTEM	2	01SEP1977	25	Y	Y	N	36	97	001	92	94	46	83	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MORRIS
310019	03	ST JOSEPH HOSP MEDICAL CENTER	DIALYSIS UNIT	703 MAIN STREET	PATERSON	NJ	07503	9737543570	N	N	INDEPENDENT	2	01SEP1977	14	Y	N	N	14	71	001	92	94	14	79	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	PASSAIC
310025	03	BAYONNE HOSPITAL RENAL CENTER	DIALYSIS UNIT	29 EAST 29TH STREET	BAYONNE	NJ	07002	2018585358	N	N	INDEPENDENT	2	16JUL1990	12	Y	N	N	51	100	001	92	94	50	84	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	HUDSON
310027	03	TRINITAS HOSPITAL	DIALYSIS UNIT	225 WILLIAMSON STREET	ELIZABETH	NJ	07207	9089945203	Y	N	INDEPENDENT	2	24DEC1999	15	Y	Y	N	79	94	001	92	94	80	99	001	92	92	2005	3	001	100	4013	174	1	104	3	2002-2005	UNION
310029	03	OUR LADY OF LOURDES MEDICAL CENTER	DIALYSIS UNIT	1601 HADDON AVE	CAMDEN	NJ	08103	8567573770	Y	N	INDEPENDENT	2	01SEP1977	30	Y	Y	N	123	93	001	92	94	138	97	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	CAMDEN
310032	03	BRIDGETON SOUTH JERSEY HOSPITAL	DIALYSIS UNIT	333 IRVING AVENUE	BRIDGETON	NJ	08302	8566417800	N	N	INDEPENDENT	2	27DEC1988	19	N	N	N	62	71	001	92	94	73	88	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	CUMBERLAND
310034	03	RIVERVIEW MEDICAL CENTER	DIALYSIS UNIT	ONE RIVERVIEW PLAZA	RED BANK	NJ	07701	7325302239	Y	Y	REGIONAL-MERIDIAN	2	27DEC1990	9	Y	N	N	33	94	001	92	94	34	97	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MONMOUTH
310038	03	RW JOHNSON UNIVERSITY HOSPITAL DIALYSIS	1 ROBERT WOOD JOHNSON PLACE	PO BOX 2601	NEW BRUNSWICK	NJ	08903	7329378691	Y	N	INDEPENDENT	2	10FEB1987	9	Y	N	N	18	94	001	92	94	18	100	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MIDDLESEX
310047	03	SHORE MEMORIAL HOSPITAL	DIALYSIS UNIT	1 EAST NEW YORK AVE	SOMERS POINT	NJ	08244	6096533511	Y	N	INDEPENDENT	2	01OCT1978	33	Y	Y	Y	107	94	001	92	94	120	98	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ATLANTIC
310052	03	OCEAN CO MEDICAL CENTER BRICK	BRICK MEDICAL ARTS BUILDING- DIALYSIS	1640 RT 88 SUITE 102	BRICK	NJ	08724	7322068200	Y	Y	REGIONAL-MERIDIAN	2	06JAN1995	21	Y	Y	Y	71	94	001	92	94	78	95	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	OCEAN
310054	03	MOUNTAINSIDE HOSPITAL	DIALYSIS UNIT	BAY AND HIGHLAND AVE	MONTCLAIR	NJ	07042	9734296767	Y	Y	REGIONAL-ATLANTIC HEALTH SYSTEM	2	09NOV1996	20	Y	Y	N	101	87	001	92	94	113	86	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ESSEX
310064	03	ATLANTIC CITY MEDICAL CENTER	DIALYSIS UNIT	1925 PACIFIC AVENUE	ATLANTIC CITY	NJ	08401	6094418944	N	N	INDEPENDENT	2	31AUG1989	12	Y	Y	N	56	89	001	92	94	52	92	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ATLANTIC
310073	03	JERSEY SHORE MEDICAL CENTER	DIALYSIS UNIT	1945  ROUTE 33	NEPTUNE	NJ	07754	7327764274	Y	Y	REGIONAL-MERIDIAN	2	01SEP1977	18	Y	Y	N	70	90	001	92	94	78	97	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MONMOUTH
310075	03	MONMOUTH MEDICAL CENTER	DIALYSIS UNIT	300 SECOND  AVENUE	LONG BRANCH	NJ	07740	7329236877	N	Y	REGIONAL-ST BARNABAS HEALTH CARE SYSTEM	2	01SEP1977	8	Y	N	N			199	92	94			199	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MONMOUTH
310077	03	PBI REGIONAL MEDICAL CENTER	DIALYSIS UNIT	350 BOULEVARD	PASSAIC	NJ	07055	9733654682	Y	Y	REGIONAL-ATLANTIC HEALTH SYSTEM	2	13MAR1996	6	Y	N	N	21	100	001	92	94	23	100	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	PASSAIC
310083	03	EA ORANGE GEN HOSPITAL	310 CENTRAL AVENUE	MEDICAL ARTS BUILDING - DIALYSIS UNIT	EAST ORANGE	NJ	07017	9733954035	Y	N	INDEPENDENT	2	01SEP1977	24	Y	N	N	89	78	001	92	94	103	93	001	92	92	2005	3	001	100	4013	174	1	104	3	2002-2005	ESSEX
310086	03	KENNEDY  HOSPITAL WASHINGTON	DIALYSIS UNIT	300 MEDICAL CENTER DR  SUITE A	SEWELL	NJ	08080	8562184990	Y	N	INDEPENDENT	2	26FEB1996	24	Y	N	N	117	97	001	92	94	130	95	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	GLOUCESTER
310092	03	H. FULD CAPITAL HEALTH	DIALYSIS UNIT	750 BRUNSWICK AVE	TRENTON	NJ	08638	6093946000	Y	N	INDEPENDENT	2	01JAN1998	24	Y	Y	Y	110	86	001	92	94	104	85	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MERCER
310096	03	ST MICHAEL MEDICAL CENTER	DIALYSIS UNIT	268 MARTIN LUTHER KING BLVD.	NEWARK	NJ	07102	9738775091	N	N	INDEPENDENT	2	01SEP1977	13	Y	Y	N	40	70	001	92	94	44	95	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ESSEX
310105	03	GREENVILLE HOSPITAL	DIALYSIS UNIT	1825 KENNEDY BLVD	JERSEY CITY	NJ	07305	2015473910	N	N	INDEPENDENT	2	15NOV2005	3	Y	N	N			258	92	94			258	92	92	2005		201	100	4013	174	1	104	3	2002-2005	HUDSON
312501	03	FMC IRVINGTON	10 CAMPTOWN  ROAD		IRVINGTON	NJ	07111	9733991111	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1977	27	Y	Y	N	149	96	001	92	94	149	97	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ESSEX
312502	03	FMC JERSEY CITY	107  PACIFIC AVENUE #123		JERSEY CITY	NJ	07304	2014513760	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JUL1973	32	Y	Y	N	156	87	001	92	94	158	96	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	HUDSON
312503	03	FMC PINE BROOK	155 BERKELEY AVENUE		NEWARK	NJ	07107	9734120066	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1977	20	Y	Y	Y	71	87	001	92	94	77	90	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ESSEX
312504	03	FMC TRENTON	40 FULD STREET	1ST FLOOR	TRENTON	NJ	08638	6093945104	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1978	28	Y	N	N	81	94	001	92	94	85	84	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MERCER
312505	03	FMC NEWARK UNIV DC (MIELE)	91-101 HARTFORD STREET		NEWARK	NJ	07103	9736247100	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	21JAN1998	18	Y	N	N	80	80	001	92	94	89	85	001	92	92	2005	3	001	100	4013	174	1	104	3	2002-2005	ESSEX
312506	03	FMC HILLSIDE DIALYSIS CTR	879 RAHWAY AVENUE	RUTH KLIMAN DIALYSIS CENTER	UNION	NJ	07083	9089645606	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	31MAR1980	18	Y	N	N	80	98	001	92	94	80	89	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	UNION
312508	03	DVA BURLINGTON COUNTY DIALYSIS CTR	668 MAIN STREET STE 2		LUMBERTON	NJ	08048	6092610440	Y	Y	GAMBRO HEALTHCARE	1	01JUL1997	20	Y	Y	N	87	99	001	92	94	108	98	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	BURLINGTON
312509	03	RCG RENAL INST CENTRAL JERSEY TOMS RIVER	1 PLAZA DRIVE		TOMS RIVER	NJ	08757	7325050637	N	Y	RENAL CARE GROUP INC.	1	29JUL1997	36	Y	Y	Y	150	94	001	92	94	180	89	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	OCEAN
312510	03	DVA HOLMDEL DIALYSIS CTR	668 NORTH BEERS STREET		HOLMDEL	NJ	07733	7327396676	N	Y	DAVITA	1	01JUL1997	15	Y	Y	Y	46	98	001	92	94	58	95	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MONMOUTH
312513	03	DVA CHERRY HILL DIALYSIS CTR	1030 N KINGS HWY	SUITE 100	CHERRY HILL	NJ	08034	8563210111	Y	Y	DAVITA	1	12APR1996	19	Y	Y	N	71	92	001	92	94	83	93	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	CAMDEN
312514	03	RCG SALEM DIALYSIS CTR	310  WOODSTOWN ROAD		SALEM	NJ	08079	8563396280	N	Y	RENAL CARE GROUP INC.	1	01NOV2000	9	Y	N	N	34	100	001	92	94	40	98	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	SALEM
312515	03	FMC SO PLAINFIELD	2201 S CLINTON AVE		SOUTH PLAINFIELD	NJ	07080	9086688007	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	31OCT1994	15	Y	N	N	45	93	001	92	94	44	93	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MIDDLESEX
312516	03	FMC PRINCETON	707 ALEXANDER ROAD	BUILDING 3; SUITE 301	PRINCETON	NJ	08540	6095208995	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	15NOV1994	15	Y	N	N	20	95	001	92	94	21	86	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MERCER
312517	03	DVA FREEHOLD AKC	300 CRAIG ROAD CENTURY OFFICE PARK		MANALAPAN	NJ	07726	7323031589	Y	Y	DAVITA	1	01JUL1997	15	Y	N	N	45	98	001	92	94	53	96	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MONMOUTH
312518	03	FMC COLONIA DIALYSIS CTR	1250 ROUTE 27		COLONIA	NJ	07067	7323827333	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18APR1995	16	Y	Y	N	55	98	001	92	94	64	94	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MIDDLESEX
312519	03	FMC MORRIS HOME DIALYSIS CTR	2200 ROUTE 10 WEST SUITE 105		PARSIPPANY	NJ	07054	9739840440	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08JAN2001	2	N	Y	N			256	92	94			199	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MORRIS
312520	03	DVA NEPTUNE AKC	3297 ROUTE 66		NEPTUNE	NJ	07753	7329181817	N	Y	DAVITA	1	01JUL1997	17	Y	Y	N	58	97	001	92	94	67	96	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MONMOUTH
312521	03	DVA DELRAN	8008 ROUTE 130 NORTH		DELRAN	NJ	08075	8567640800	N	Y	DAVITA	1	01JUL1997	13	Y	N	N	62	100	001	92	94	68	99	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	BURLINGTON
312522	03	DVA EAST ORANGE AKC	90 WASHINGTON STREET	BASEMENT	EAST ORANGE	NJ	07019	9736777111	Y	Y	DAVITA	1	01JUL1997	21	Y	Y	N	63	90	001	92	94	65	94	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	ESSEX
312523	03	PV/LILLIAN BOOTH DIALYSIS CTR	363 OLD HOOK ROAD		WESTWOOD	NJ	07675	2016646649	N	Y	REGIONAL-RENAL VENTURES MANAGEMENT	2	02JUN1995	18	Y	Y	Y	59	93	001	92	94	60	97	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	BERGEN
312524	03	FMC HOLY NAME HOME DIALYSIS	222 CEDAR LANE	SUITE 103	TEANECK	NJ	07666	2016921379	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08JAN2001	2	N	Y	N			256	92	94	16	75	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	BERGEN
312525	03	DCI NORTH BRUNSWICK DIALYSIS CTR	101 NORTH CENTER DR		NORTH BRUNSWICK	NJ	08902	7329404460	Y	Y	DIALYSIS CLINIC, INC. (DCI)	2	01JUN1995	36	Y	Y	Y	127	96	001	92	94	138	93	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MIDDLESEX
312527	03	BELMONT COURT EWING DIALYSIS CENTER	1962 NORTH OLDEN AVENUE		EWING	NJ	08618	6096711600	N	Y	REGIONAL-BELMONT COURT DIALYSIS CTR INC	1	22AUG1995	20	Y	N	N	64	100	001	92	94	67	99	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MERCER
312528	03	DVA SUMMIT DIALYSIS CTR	1139 SPRUCE DRIVE		MOUNTAINSIDE	NJ	07092	9082327800	N	Y	DAVITA	1	01JAN2000	20	Y	Y	N	55	100	001	92	94	75	96	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	UNION
312529	03	FMC HOBOKEN DIALYSIS CTR	1600 WILLOW STREET		HOBOKEN	NJ	07030	2016567500	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	13SEP1995	16	Y	N	N	56	91	001	92	94	55	95	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	HUDSON
312530	03	DAVITA BRIDGEWATER DIALYSIS CTR	2121 ROUTE 22 WEST		BOUND BROOK	NJ	08805	7324697202	N	Y	DAVITA	1	09OCT2000	15	Y	Y	N	54	93	001	92	94	69	97	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	SOMERSET
312531	03	NO JERSEY LINCOLN PK	DIALYSIS CENTER	6A FRASSETTO WAY	LINCOLN PARK	NJ	07035	9738720099	N	Y	REGIONAL-INNOVATIVE DIAL CTRS	1	08JAN2001	20	Y	Y	N	68	97	001	92	94	77	90	001	92	92	2005	2	001	100	4013	174	1	104	3	2002-2005	MORRIS
