Provider Number,Network,Facility Name,Address Line 1,Address Line 2,City,State,Zip,County,Phone Number,Profit or Non-Profit,Chain Owned,Chain Organization,ICH-CAHPS date,ICH-CAHPS data availability code,Lower box percent of patients-nephrologists' communication and caring,Middle box percent of patients-nephrologists' communication and caring,Top box percent of patients-nephrologists' communication and caring,Linearized score of nephrologists' communication and caring,Star rating of nephrologists' communication and caring,Lower box percent of patients-quality of dialysis center care and operations,Middle box percent of patients-quality of dialysis center care and operations,Top box percent of patients-quality of dialysis center care and operations,Linearized score of quality of dialysis center care and operations,Star rating of quality of dialysis center care and operations,Lower box percent of patients-providing information to patients ,Top box percent of patients- providing information to patients,Linearized score of providing information to patients,Star rating of providing information to patients,Lower box percent of patients-rating of the nephrologist ,Middle box percent of patients- rating of the nephrologist,Top box percent of patients- rating of the nephrologist,Linearized score of rating of the nephrologist,Star rating of the nephrologist,Lower box percent of patients-rating of the dialysis center staff ,Middle box percent of patients-rating of the dialysis center staff,Top box percent of patients-rating of the dialysis center staff ,Linearized score of rating of the dialysis center staff,Star rating of the dialysis center staff,Lower box percent of patients-rating of the dialysis facility,Middle box percent of patients-rating of the dialysis facility ,Top box percent of patients-rating of the dialysis facility,Linearized score of rating of the dialysis facility,Star rating of the dialysis facility,Total number of completed interviews from the Fall and Spring Surveys,ICH CAHPS Survey of patients' experiences star rating ,ICH-CAHPS survey response rate
332760,02,WOODMERE DIALYSIS LLC,64 County Road 39,,SOUTHAMPTON,NY,11968,Suffolk,(631) 443-2400,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332761,02,DAVITA MELROSE DIALYSIS,459 East 149th Street,,BRONX,NY,10455,Bronx,(718) 585-4951,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332762,02,UTICA PARTNERS LLC,2142 Glenwood Shopping Plaza,,ONEIDA,NY,13421,Madison,(315) 363-1393,Profit,Yes,American Renal Associates,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332763,02,SEA CREST ACQUISITION LLC,3035 West 24th Street,,BROOKLYN,NY,11224,Kings,(718) 372-4500,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332764,02,DAVITA BROOKLYN COMMUNITY DIALYSIS,730 64th Street,,BROOKLYN,NY,11220,Kings,(718) 759-0129,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332765,02,NEW YORK DIALYSIS SERVICES INC.,185 S 10TH STREET,,LINDENHURST,NY,11757,Suffolk,(631) 956-6060,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,25,22,53,74,2,16,22,62,81,3,26,74,74,2,30,32,38,76,2,17,25,58,82,2,10,24,66,87,3,34,2,31
332766,02,DAVITA JAMAICA HILLSIDE DIALYSIS,171-19 Hillside Ave,,JAMAICA,NY,11432,Queens,(718) 526-2051,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332767,02,DAVITA DUNKIRK DIALYSIS,3958 VINEYARD DR,,DUNKIRK,NY,14048,Chautauqua,(716) 366-1931,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332768,02,DAVITA BUFFALO DOWNTOWN DIALYSIS,520 ELLICOTT ST,SUITE 100,BUFFALO,NY,14203,Erie,(716) 845-5101,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332769,02,DAVITA ATLAS PARK DIALYSIS,8000 COOPER AVE,,GLENDALE,NY,11385,Queens,(718) 326-2789,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332771,02,DAVITA OZONE PARK DIALYSIS,"100-02, Rockaway Blvd",,Ozone Park,NY,11417,Queens,(718) 843-0694,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332772,02,USRC WEST CHEEKTOWAGA LLC.,"2880, Sheridan Dr",,TONAWANDA,NY,14150,Erie,(716) 541-9165,Profit,Yes,"US Renal Care, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332773,02,DAVITA CROSSWAYS PARK DIALYSIS,113 Crossways Park Dr,Suite 102,Woodbury,NY,11797,Nassau,(516) 921-0914,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332774,02,DAVITA WESTCHESTER HOME TRAINING (PD),"955 Yonkers Ave, Suite 201",,YONKERS,NY,10704,Westchester,(914) 237-7659,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332775,02,GLENGARIFF DIALYSIS CENTER LLC,141 Dosoris Lane,,GLEN COVE,NY,11542,Nassau,(516) 676-1100,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332777,02,NEW YORK DIALYSIS SERVICES INC,16 North Greenbush Road,Suite 102,Troy,NY,12180,Rensselaer,(518) 285-6066,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332778,02,DAVITA SANDFORD BOULEVARD DIALYSIS,120 E. Sandford Blvd,,Mount Vernon,NY,10550,Westchester,(914) 665-2035,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332780,02,NEW YORK DIALYSIS SERVICES INC.,30 Century Hill Dr,,Latham,NY,12110,Albany,(518) 783-1316,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332781,02,ROGOSIN INSTITUTE BROOKLYN HOME DIALYSIS INC,Rogosin Institute Brooklyn Home Dialysis Inc.,,Brooklyn,NY,11231,Kings,(646) 317-0564,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332782,02,DCI GLENS FALLS,3 BROAD ST,,GLENS FALLS,NY,12801,Warren,(518) 252-0008,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,001,10,17,73,87,4,18,20,62,79,3,23,77,77,3,4,22,74,91,5,7,25,68,87,3,17,22,61,84,3,72,4,35
332783,02,BROOKLYN UNITED METHODIST CONTINUUM SERVICES,1485 Dumont Ave,,Brooklyn,NY,11208,Kings,(718) 827-4500,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332784,02,DAVITA MOUNT HOPE DIALYSIS CENTER,1940 Webster Avenue,"2nd floor, Suite 200",Bronx,NY,10457,Bronx,(718) 901-9122,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332785,02,DAVITA HUTCHINSON RIVER DIALYSIS,2331 Eastchester Road,,Bronx,NY,10469,Bronx,(718) 547-0612,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332786,02,DAVITA LACONIA DIALYSIS,3440 Boston Road,,Bronx,NY,10469,Bronx,(718) 798-0538,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332787,02,DAVITA CLEARVIEW DIALYSIS,45-60 Francis Lewis Blvd,,Bayside,NY,11361,Queens,(718) 224-2398,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332788,02,DAVITA GREENPOINT DIALYSIS,146 Meserole Street,,Brooklyn,NY,11206,Kings,(718) 388-6039,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332789,02,DAVITA LOCK CITY DIALYSIS,475 South Transit Street,Suite 900,Lockport,NY,14094,Niagara,(716) 439-0590,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332790,02,DAVITA ALLERTON DIALYSIS,2554 White Plains Rd,,Allerton,NY,10467,Bronx,(718) 231-1285,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332791,02,FMS-QUEENS KIDNEY CARE,60-40 Fresh Pond Road,,Maspeth,NY,11378,Queens,(718) 366-2118,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332792,02,NEW YORK DIALYSIS INC.,4185 Veterans Memorial Drive,,Batavia,NY,14020,Genesee,(585) 343-0830,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332793,02,DAVITA WINGATE DIALYSIS,550 Kingston Ave,,Brooklyn,NY,11203,Kings,(718) 221-5342,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332794,02,DAVITA ROCKLAND COUNTY DIALYSIS,203 West Route 59,,Nanuet,NY,10954,Rockland,(845) 501-7590,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332795,02,VESTAL HEALTHCARE LLC.,1485 Route 9D,,Wappingers Falls,NY,12590,Dutchess,(845) 838-8907,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332796,02,DAVITA MOUNT EDEN DIALYSIS,1490 Macombs Road,,Bronx,NY,10452,Bronx,(718) 588-2347,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332797,02,MORNINGSIDE DIALYSIS CENTER LLC.,1000 Pelham Parkway South,,Bronx,NY,10461,Bronx,(718) 904-6518,Profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332798,02,DAVITA LONG ISLAND CITY DIALYSIS,30-46 Northern Blvd,Floor 2,Long Island City,NY,11101,Queens,(718) 752-1601,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332799,02,DAVITA STATEN ISLAND SOUTH DIALYSIS,30 Sneden Ave,,Staten Island,NY,10312,Richmond,(718) 356-2678,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332800,02,UTICA PARTNERS LLC.,"54 East Main Street, Suite 6A",,Norwich,NY,13815,Chenango,(607) 334-6861,Profit,Yes,American Renal Associates,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332801,02,DAVITA LONGWOOD DIALYSIS,931 Bruckner Blvd,,Bronx,NY,10459,Bronx,(718) 378-0921,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332802,02,QUEENS BLVD EXT CARE FACILITY DIALYSIS CTR LLC,61-11 Queens Boulevard,,Woodside,NY,11377,Queens,(718) 205-0287,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332803,02,DCI MOUNT HOPE,270 Mt Hope Drive,,Albany,NY,12202,Albany,(518) 419-6350,Profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332804,02,DAVITA WEST FARMS DIALYSIS,1820 East Tremont Avenue,,BRONX,NY,10460,Bronx,(718) 824-0245,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332805,02,DAVITA KNICKERBOCKER DIALYSIS INC.,11 Romaine Avenue,,Yonkers,NY,10705,Westchester,(914) 377-1989,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332806,02,WOODMERE DIALYSIS LLC,801 CO OP City Boulevard,,BRONX,NY,10475,Bronx,(718) 239-8500,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332807,02,NEW YORK DIALYSIS SERVICES INC.,794 SAINT ANNS AVE,,BRONX,NY,10456,Bronx,(718) 503-9833,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332808,02,KNICKERBOCKER DIALYSIS INC.,860 Grand Boulevard,,Deer Park,NY,11729,Suffolk,(631) 243-7770,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332809,02,DITMAS PARK DIALYSIS CENTER,2017 Ditmas Avenue,,Brooklyn,NY,11226,Kings,(718) 462-8100,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332810,02,DCI - NEW VANDERBILT DIALYSIS CENTER,135 Vanderbilt Avenue,,Staten Island,NY,10304,Richmond,(718) 420-1934,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332811,02,KNICKERBOCKER DIALYSIS INC.,1641 E 16TH ST,Floor 5,Brooklyn,NY,11229,Kings,(718) 645-1615,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332812,02,KNICKERBOCKER DIALYSIS INC.,133 Mill Street,,Brooklyn,NY,11231,Kings,(718) 855-8285,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332813,02,BRONXCHESTER HOME TRAINING AT HOME,34 Marconi St,STE 110,Bronx,NY,10461,Bronx,(929) 286-5280,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332814,02,NEW YORK CONTINUUM SERVICES,89 Bartlett Street,,Brooklyn,NY,11206,Kings,(800) 975-5201,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332815,02,KNICKERBOCKER DIALYSIS INC.,2064 Atlantic Ave,,Brooklyn,NY,11233,Kings,(718) 346-0475,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332816,02,BRONX CENTER FOR RENAL DIALYSIS LLC,4 South Airmont Rd,,Suffern,NY,10901,Rockland,(845) 442-0500,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332817,02,KNICKERBOCKER DIALYSIS INC.,479 E. Main Street,,Patchogue,NY,11772,Suffolk,(631) 447-2401,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332818,02,NEW YORK DIALYSIS SERVICES INC.,6300 JERICHO TPKE STE A,,COMMACK,NY,11725,Suffolk,(631) 387-0061,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332819,02,KNICKERBOCKER DIALYSIS INC,2190 JEROME AVE,,Bronx,NY,10453,Bronx,(718) 584-5746,Profit,Yes,DaVita,16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332820,02,BROOKLYN GARDEN DIALYSIS,835 Herkimer Street,,Brooklyn,NY,11233,Kings,(718) 221-2840,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332821,02,KINGS HIGHWAY DIALYSIS,5518 Avenue N,,Brooklyn,NY,11234,Kings,(718) 258-0609,Profit,Yes,DaVita,16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332822,02,KNICKERBOCKER DIALYSIS INC,1734 Hancock Street,,Ridgewood,NY,11385,Queens,(929) 290-1267,Profit,Yes,DaVita,16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332823,02,CONDUIT AVENUE DIALYSIS,219-10 S. Conduit Ave,,Springfield Gardens,NY,11413,Queens,(718) 341-0107,Profit,Yes,DaVita,16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332824,02,DAVITA- HALF MOON DIALYSIS,"1633, Route 202, Ste.120",,Pomona,NY,10970,Rockland,(845) 364-9101,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332825,02,BRONX CENTER FOR RENAL DIALYSIS LLC,170 Buffalo Avenue,,Brooklyn,NY,11213,Kings,(718) 535-3600,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332826,02,SELDEN DIALYSIS,668 Middle Country Road,,Selden,NY,11784,Suffolk,(631) 698-3201,Profit,Yes,DaVita,16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332827,02,TRUE NORTH DIALYSIS CENTER LLC,113 TERRY RD,,Smithtown,NY,11787,Suffolk,(631) 360-7801,Profit,Yes,DaVita,16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332828,02,US RENAL CARE ULSTER DIALYSIS,900 Miron Lane,,Kingston,NY,12401,Ulster,(845) 666-0790,Profit,Yes,"US Renal Care, Inc.",16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332900,02,USRC FOREST HILLS LLC,68-54 Austin St.,Ste. 500,Forest Hills,NY,11375,Queens,(347) 286-4013,Profit,Yes,"US Renal Care, Inc.",16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333500,02,FAXTON-ST. LUKE'S HEALTHCARE,131 Main Street,Suite 101,ONEIDA,NY,13421,Madison,(315) 366-0360,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333503,02,LIJ SATELLITE DIALYSIS FACILITY,220-22 HILLSIDE AVENUE,,QUEENS VILLAGE,NY,11427,Queens,(718) 975-1300,Non-profit,No,Independent,16APR2021-07JAN2022,001,15,13,72,84,4,10,15,75,87,4,20,80,80,4,9,22,69,86,3,1,20,79,94,5,1,14,85,96,5,68,4,22
333511,02,MT. SINAI KIDNEY CENTER AT EAST RIVER PLAZA,520 EAST 117TH STREET,4TH FL,NEW YORK,NY,10035,New York,(212) 731-3752,Non-profit,No,Independent,16APR2021-07JAN2022,001,16,18,66,81,3,20,16,64,79,3,26,74,74,2,11,33,56,84,3,11,19,70,88,3,9,13,78,88,4,59,3,18
333515,02,BROOKLYN HOSPITAL CENTER II,218 Myrtle Avenue,DIALYSIS UNIT,BROOKLYN,NY,11201,Kings,(718) 260-2722,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333519,02,OLEAN GENERAL DIALYSIS,623 MAIN STREET,,OLEAN,NY,14760,Cattaraugus,(716) 375-6900,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333520,02,FAXTON ST. LUKE'S HEALTHCARE - HERKIMER,201 EAST STATE STREET,,HERKIMER,NY,13350,Herkimer,(315) 574-3025,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333522,02,NYU LANGONE HOSPITALS,530 HICKSVILLE ROAD,THE DIALYSIS CENTER @ BETHPAGE,BETHPAGE,NY,11714,Nassau,(516) 663-4980,Non-profit,No,Independent,16APR2021-07JAN2022,001,14,1,85,89,5,11,17,72,86,4,22,78,78,3,6,21,73,91,5,2,16,82,93,5,1,11,88,96,5,51,5,37
333526,02,LAKE PLAINS DIALYSIS AT BATAVIA,587 East Main Street,,BATAVIA,NY,14020,Genesee,(585) 344-7097,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333527,02,LONG ISLAND COMMUNITY HOSPITAL,109  WEST MAIN STREET,Dialysis satellite,PATCHOGUE,NY,11772,Suffolk,(631) 687-2828,Non-profit,No,Independent,16APR2021-07JAN2022,001,12,13,75,85,4,11,13,76,87,4,19,81,81,4,15,25,60,83,3,7,12,81,91,4,5,11,84,92,4,66,4,22
333529,02,FAXTON ST. LUKE'S HEALTHCARE - ROME,91 PERIMETER RD-GRIFFISS PARK,ROME DIALYSIS CLINIC,ROME,NY,13440,Oneida,(315) 334-4786,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333531,02,BASSETT HEALTHCARE,1 ASSOCIATE DRIVE,RENAL DIALYSIS FACILITY,ONEONTA,NY,13820,Otsego,(607) 433-6360,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333533,02,STONY BROOK SOUTHAMPTON HOSPITAL REGIONAL DIALYSIS CENTER,184 WEST MONTAUK HGWY,,HAMPTON BAYS,NY,11946,Suffolk,(631) 723-4200,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333535,02,SOUTH NASSAU OUTPATIENT DIALYSIS CENTER,3618 OCEANSIDE ROAD,,OCEANSIDE,NY,11572,Nassau,(516) 255-8000,Non-profit,No,Independent,16APR2021-07JAN2022,001,10,16,74,87,4,6,18,76,90,5,11,89,89,5,5,20,75,89,4,4,10,86,94,5,1,8,91,96,5,71,5,36
333536,02,DR RAVINDER N AGARWAL,124 FORD AVENUE,Agarwal RENAL CENTER,OGDENSBURG,NY,13669,Saint Lawrence,(315) 394-9718,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333543,02,NYU LANGONE HOSPITALS,255 WARNER AVENUE,,ROSLYN HEIGHTS,NY,11577,Nassau,(516) 626-8355,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333544,02,SUNY PARKSIDE DIALYSIS CENTER,710 PARKSIDE AVENUE,,BROOKLYN,NY,11226,Kings,(718) 703-5900,Non-profit,No,Independent,16APR2021-07JAN2022,001,20,19,61,79,3,20,23,57,77,2,22,78,78,3,20,43,37,80,2,16,25,59,84,2,26,20,54,81,2,34,2,13
333547,02,TRUDE WEISHAUPT MEMORIAL DIALYSIS CENTER,NEW YORK HOSPITAL of QUEENS,59-28 174TH STREET,FRESH MEADOWS,NY,11365,Queens,(718) 670-1276,Non-profit,No,Independent,16APR2021-07JAN2022,001,13,15,72,85,4,7,19,74,89,5,25,75,75,2,10,20,70,88,4,2,16,82,93,5,5,8,87,95,5,50,4,18
333548,02,KINGSTON HOSPITAL DIALYSIS CENTER- SATELLITE,37 Albany Avenue,,Kingston,NY,12401,Ulster,(845) 334-2821,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333552,02,FAXTON ST. LUKE'S HEALTHCARE - MASONIC,2150 BLEEKER STREET,,UTICA,NY,13501,Oneida,(315) 724-3897,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333553,02,NOYES CENTER FOR KIDNEY DISEASE AND DIALYSIS,4616 MILLENNIUM DRIVE,DIALYSIS UNIT,GENESEO,NY,14454,Livingston,(585) 443-2520,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333554,02,ROCHESTER GENERAL HOSPITAL DIALYSIS CENTER,370 RIDGE ROAD EAST,STE. 10,ROCHESTER,NY,14621,Monroe,(585) 922-0300,Non-profit,No,Independent,16APR2021-07JAN2022,001,17,12,71,83,3,18,17,65,80,3,23,77,77,3,13,27,60,83,3,10,24,66,85,3,11,17,72,87,3,106,3,28
333555,02,NASSAU UNIVERSITY MEDICAL CENTER,A. HOLLY PATERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,Nassau,(516) 572-1800,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333556,02,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,600 East 233rd Street,HEMODIALYSIS UNIT,BRONX,NY,10466,Bronx,(718) 920-9041,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333558,02,UNITY HOSPITAL DIALYSIS AT SPENCERPORT,4 LAND-RE WAY,SUITE 300,SPENCERPORT,NY,14559,Monroe,(585) 368-6610,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333560,02,NEW YORK - PRESBYTERIAN HOSPITAL - COLUMBIA,622 WEST 168TH STREET,"Dialysis - PH 4 CENTER, 430",NEW YORK,NY,10032,New York,(212) 305-3394,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333561,02,UNITY HOSPITAL OF ROCHESTER - ST. MARY'S,89 GENESEE STREET,ST. MARY'S CAMPUS DIALYSIS,ROCHESTER,NY,14611,Monroe,(585) 368-3934,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333562,02,OISHEI CHILDREN'S HOSPITAL OF BUFFALO,HEMODIALYSIS UNIT,818 Ellicott Street,BUFFALO,NY,14203,Erie,(716) 323-1765,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333563,02,BASSETT HEALTHCARE LITTLE FALLS DIALYSIS,140 BURWELL STREET,,LITTLE FALLS,NY,13365,Herkimer,(315) 508-9100,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333564,02,ADIRONDACK MEDICAL CENTER - DIALYSIS,144 WAWBEEK AVENUE,,TUPPER LAKE,NY,12986,Franklin,(518) 359-4900,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333565,02,KINGSBROOK JEWISH MEDICAL CENTER - RNH DIALYSIS,585 SCHENECTADY AVENUE,,BROOKLYN,NY,11203,Kings,(718) 604-5591,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333566,02,UNITY DIALYSIS AT CHILI,3379 CHILI AVENUE,SUITE 300,ROCHESTER,NY,14626,Monroe,(585) 368-6899,Non-profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
